frame_id,image,x1,y1,x2,y2,review_status,visibility,occluded,label,notes
4950,frames/frame_04950.jpg,1351.05,521.28,1367.09,534.75,draft,,,drone,
4965,frames/frame_04965.jpg,1352.80,521.21,1369.29,534.17,draft,,,drone,
4980,frames/frame_04980.jpg,1349.88,519.83,1368.08,535.00,draft,,,drone,
4995,frames/frame_04995.jpg,1349.50,515.90,1365.60,529.06,draft,,,drone,
5010,frames/frame_05010.jpg,1350.49,516.93,1366.38,530.08,draft,,,drone,
5025,frames/frame_05025.jpg,1351.90,517.06,1369.02,530.87,draft,,,drone,
5040,frames/frame_05040.jpg,1352.93,515.87,1371.50,529.12,draft,,,drone,
5055,frames/frame_05055.jpg,1354.52,515.78,1369.56,528.85,draft,,,drone,
5070,frames/frame_05070.jpg,1354.84,515.00,1373.09,529.31,draft,,,drone,
5085,frames/frame_05085.jpg,1357.91,516.39,1373.55,529.51,draft,,,drone,
5100,frames/frame_05100.jpg,1357.11,515.99,1375.16,530.04,draft,,,drone,
5115,frames/frame_05115.jpg,1357.23,516.17,1374.35,530.22,draft,,,drone,
5130,frames/frame_05130.jpg,1320.15,523.06,1336.13,533.11,draft,,,drone,
5145,frames/frame_05145.jpg,1325.14,524.15,1336.86,533.97,draft,,,drone,
5160,frames/frame_05160.jpg,1324.49,523.40,1339.04,533.71,draft,,,drone,
5175,frames/frame_05175.jpg,1324.95,525.22,1336.77,533.92,draft,,,drone,
5190,frames/frame_05190.jpg,1324.95,524.98,1338.03,534.34,draft,,,drone,
5205,frames/frame_05205.jpg,1322.96,524.40,1341.48,535.99,draft,,,drone,
5220,frames/frame_05220.jpg,1323.37,525.46,1339.23,536.68,draft,,,drone,
5235,frames/frame_05235.jpg,1322.72,525.95,1336.08,536.05,draft,,,drone,
5250,frames/frame_05250.jpg,1322.05,527.06,1334.73,536.47,draft,,,drone,
5265,frames/frame_05265.jpg,1321.36,526.31,1338.08,537.31,draft,,,drone,
5280,frames/frame_05280.jpg,1320.76,524.79,1332.31,534.49,draft,,,drone,
5295,frames/frame_05295.jpg,1319.37,520.53,1335.13,532.32,draft,,,drone,
5310,frames/frame_05310.jpg,1321.90,521.71,1338.73,532.66,draft,,,drone,
5325,frames/frame_05325.jpg,1324.25,522.98,1341.50,533.80,draft,,,drone,
5340,frames/frame_05340.jpg,1325.79,522.95,1340.81,533.62,draft,,,drone,
5355,frames/frame_05355.jpg,1327.33,520.67,1340.42,530.25,draft,,,drone,
5370,frames/frame_05370.jpg,1327.09,518.04,1344.73,529.04,draft,,,drone,
5385,frames/frame_05385.jpg,1328.41,517.21,1344.82,527.52,draft,,,drone,
5400,frames/frame_05400.jpg,1342.43,513.68,1359.68,526.49,draft,,,drone,
5415,frames/frame_05415.jpg,1364.26,511.72,1375.71,523.31,draft,,,drone,
5430,frames/frame_05430.jpg,1362.92,510.96,1381.15,525.05,draft,,,drone,
5445,frames/frame_05445.jpg,1363.32,512.39,1379.85,526.19,draft,,,drone,
5460,frames/frame_05460.jpg,1363.07,513.08,1380.96,526.99,draft,,,drone,
5475,frames/frame_05475.jpg,1362.99,514.08,1381.01,528.45,draft,,,drone,
5490,frames/frame_05490.jpg,1363.49,515.15,1377.97,527.63,draft,,,drone,
5505,frames/frame_05505.jpg,1362.66,510.36,1379.01,523.61,draft,,,drone,
5520,frames/frame_05520.jpg,1362.43,512.69,1377.07,525.95,draft,,,drone,
5535,frames/frame_05535.jpg,1361.86,511.91,1380.41,526.06,draft,,,drone,
5550,frames/frame_05550.jpg,1361.62,510.86,1379.13,523.94,draft,,,drone,
5565,frames/frame_05565.jpg,1360.98,509.94,1379.01,523.99,draft,,,drone,
5580,frames/frame_05580.jpg,1360.97,510.00,1378.60,523.29,draft,,,drone,
5595,frames/frame_05595.jpg,1361.37,509.29,1375.55,522.64,draft,,,drone,
5610,frames/frame_05610.jpg,1360.41,509.34,1375.72,522.43,draft,,,drone,
5625,frames/frame_05625.jpg,1359.93,508.93,1378.17,522.64,draft,,,drone,
5640,frames/frame_05640.jpg,1358.89,507.88,1376.87,521.97,draft,,,drone,
5655,frames/frame_05655.jpg,1358.98,508.01,1377.11,522.40,draft,,,drone,
5670,frames/frame_05670.jpg,1358.66,507.97,1375.95,521.63,draft,,,drone,
5685,frames/frame_05685.jpg,1358.31,508.34,1374.18,522.56,draft,,,drone,
5700,frames/frame_05700.jpg,1324.48,513.91,1343.78,525.47,draft,,,drone,
5715,frames/frame_05715.jpg,1324.17,513.71,1340.58,524.83,draft,,,drone,
5730,frames/frame_05730.jpg,1324.34,514.36,1341.07,525.76,draft,,,drone,
5745,frames/frame_05745.jpg,1323.97,514.80,1337.85,524.07,draft,,,drone,
5760,frames/frame_05760.jpg,1323.73,513.47,1338.53,523.95,draft,,,drone,
5775,frames/frame_05775.jpg,1323.99,513.99,1336.45,523.67,draft,,,drone,
5790,frames/frame_05790.jpg,1323.04,512.59,1341.93,524.40,draft,,,drone,
5805,frames/frame_05805.jpg,1322.79,513.14,1340.28,524.64,draft,,,drone,
5820,frames/frame_05820.jpg,1323.08,514.07,1335.11,523.04,draft,,,drone,
5835,frames/frame_05835.jpg,1322.31,514.36,1339.70,525.58,draft,,,drone,
5850,frames/frame_05850.jpg,1322.56,516.74,1337.86,527.27,draft,,,drone,
5865,frames/frame_05865.jpg,1322.24,519.99,1337.24,530.44,draft,,,drone,
5880,frames/frame_05880.jpg,1321.44,521.41,1336.85,531.76,draft,,,drone,
5895,frames/frame_05895.jpg,1320.89,523.02,1333.07,532.69,draft,,,drone,
5910,frames/frame_05910.jpg,1319.03,523.17,1337.05,534.97,draft,,,drone,
5925,frames/frame_05925.jpg,1318.87,525.69,1334.06,536.16,draft,,,drone,
5940,frames/frame_05940.jpg,1318.41,526.67,1333.59,537.50,draft,,,drone,
5955,frames/frame_05955.jpg,1317.40,527.56,1334.11,538.27,draft,,,drone,
5970,frames/frame_05970.jpg,1315.80,526.96,1334.16,539.27,draft,,,drone,
5985,frames/frame_05985.jpg,1314.88,528.32,1333.67,540.10,draft,,,drone,
6000,frames/frame_06000.jpg,1314.05,528.06,1332.15,539.95,draft,,,drone,
6015,frames/frame_06015.jpg,1313.02,521.65,1331.77,533.11,draft,,,drone,
6030,frames/frame_06030.jpg,1313.29,523.91,1329.41,535.04,draft,,,drone,
6045,frames/frame_06045.jpg,1315.01,523.91,1332.53,534.77,draft,,,drone,
6060,frames/frame_06060.jpg,1316.24,524.10,1334.49,535.81,draft,,,drone,
6075,frames/frame_06075.jpg,1317.40,524.99,1336.24,536.86,draft,,,drone,
6090,frames/frame_06090.jpg,1318.42,523.16,1335.24,535.16,draft,,,drone,
6105,frames/frame_06105.jpg,1319.39,522.08,1336.07,532.66,draft,,,drone,
6120,frames/frame_06120.jpg,1319.80,518.73,1338.35,530.87,draft,,,drone,
6135,frames/frame_06135.jpg,1320.11,521.26,1338.64,532.61,draft,,,drone,
6150,frames/frame_06150.jpg,1321.35,520.58,1335.34,531.20,draft,,,drone,
6165,frames/frame_06165.jpg,1321.36,520.42,1336.78,530.65,draft,,,drone,
6180,frames/frame_06180.jpg,1321.30,519.57,1338.22,531.83,draft,,,drone,
6195,frames/frame_06195.jpg,1322.70,517.54,1336.92,528.03,draft,,,drone,
6210,frames/frame_06210.jpg,1322.70,516.79,1340.36,527.90,draft,,,drone,
6225,frames/frame_06225.jpg,1323.59,517.19,1339.92,527.62,draft,,,drone,
6240,frames/frame_06240.jpg,1324.02,517.00,1343.19,529.11,draft,,,drone,
6255,frames/frame_06255.jpg,1324.96,519.01,1343.89,530.23,draft,,,drone,
6270,frames/frame_06270.jpg,1326.14,519.25,1345.09,531.11,draft,,,drone,
6285,frames/frame_06285.jpg,1327.80,520.97,1341.41,531.01,draft,,,drone,
6300,frames/frame_06300.jpg,1328.34,520.17,1345.98,531.93,draft,,,drone,
6315,frames/frame_06315.jpg,1329.71,526.60,1342.40,535.97,draft,,,drone,
6330,frames/frame_06330.jpg,1329.33,526.14,1345.96,537.50,draft,,,drone,
6345,frames/frame_06345.jpg,1329.78,526.84,1345.98,538.49,draft,,,drone,
6360,frames/frame_06360.jpg,1330.39,525.89,1346.89,536.54,draft,,,drone,
6375,frames/frame_06375.jpg,1332.20,523.87,1343.69,532.97,draft,,,drone,
6390,frames/frame_06390.jpg,1332.08,520.55,1346.13,530.46,draft,,,drone,
6405,frames/frame_06405.jpg,1332.61,520.07,1347.99,530.44,draft,,,drone,
6420,frames/frame_06420.jpg,1331.90,519.93,1351.44,532.15,draft,,,drone,
6435,frames/frame_06435.jpg,1333.40,526.20,1346.12,536.43,draft,,,drone,
6450,frames/frame_06450.jpg,1333.93,527.90,1345.67,538.74,draft,,,drone,
6465,frames/frame_06465.jpg,1333.32,526.94,1349.49,537.86,draft,,,drone,
6480,frames/frame_06480.jpg,1332.99,524.60,1347.32,533.92,draft,,,drone,
6495,frames/frame_06495.jpg,1332.77,523.73,1346.87,533.12,draft,,,drone,
6510,frames/frame_06510.jpg,1237.94,522.22,1254.38,532.68,draft,,,drone,
6525,frames/frame_06525.jpg,1198.84,516.47,1208.43,530.43,draft,,,drone,
6540,frames/frame_06540.jpg,1199.91,514.22,1211.33,530.39,draft,,,drone,
6555,frames/frame_06555.jpg,948.29,494.69,1029.38,530.97,draft,,,drone,
6570,frames/frame_06570.jpg,944.11,499.30,971.75,520.67,draft,,,drone,
6585,frames/frame_06585.jpg,858.28,498.19,878.69,514.59,draft,,,drone,
6600,frames/frame_06600.jpg,859.87,497.98,886.38,515.02,draft,,,drone,
6615,frames/frame_06615.jpg,837.85,368.08,913.27,410.51,draft,,,drone,
6630,frames/frame_06630.jpg,830.71,354.81,930.86,408.57,draft,,,drone,
6645,frames/frame_06645.jpg,829.34,332.68,915.86,386.69,draft,,,drone,
6660,frames/frame_06660.jpg,846.86,427.28,893.05,457.87,draft,,,drone,
6675,frames/frame_06675.jpg,887.98,513.94,895.74,523.13,draft,,,drone,
6690,frames/frame_06690.jpg,887.60,502.64,912.08,518.11,draft,,,drone,
6705,frames/frame_06705.jpg,906.65,500.78,925.09,516.53,draft,,,drone,
6720,frames/frame_06720.jpg,848.47,309.94,958.78,375.82,draft,,,drone,
6735,frames/frame_06735.jpg,901.58,500.10,928.80,521.06,draft,,,drone,
6750,frames/frame_06750.jpg,849.80,504.04,884.51,525.20,draft,,,drone,
6765,frames/frame_06765.jpg,835.12,498.03,859.56,513.71,draft,,,drone,
6780,frames/frame_06780.jpg,977.10,399.22,1036.09,437.84,draft,,,drone,
6795,frames/frame_06795.jpg,1019.09,386.61,1080.76,419.67,draft,,,drone,
6810,frames/frame_06810.jpg,1062.21,364.05,1095.98,388.55,draft,,,drone,
6825,frames/frame_06825.jpg,1093.90,345.30,1120.19,365.16,draft,,,drone,
6840,frames/frame_06840.jpg,1096.10,368.35,1116.77,384.84,draft,,,drone,
6855,frames/frame_06855.jpg,1002.08,396.92,1017.80,411.13,draft,,,drone,
6870,frames/frame_06870.jpg,989.56,416.44,1005.56,430.01,draft,,,drone,
6885,frames/frame_06885.jpg,995.71,430.97,1008.37,442.29,draft,,,drone,
6900,frames/frame_06900.jpg,1002.48,443.85,1010.95,453.74,draft,,,drone,
6915,frames/frame_06915.jpg,922.92,511.69,949.08,529.76,draft,,,drone,
6930,frames/frame_06930.jpg,922.20,505.75,944.91,521.12,draft,,,drone,
6945,frames/frame_06945.jpg,921.99,506.00,944.14,522.02,draft,,,drone,
6960,frames/frame_06960.jpg,917.70,505.35,945.23,522.65,draft,,,drone,
6975,frames/frame_06975.jpg,938.76,507.18,961.34,522.10,draft,,,drone,
6990,frames/frame_06990.jpg,954.79,503.75,977.92,521.10,draft,,,drone,
7005,frames/frame_07005.jpg,952.95,504.08,976.48,521.05,draft,,,drone,
7020,frames/frame_07020.jpg,952.99,504.13,978.63,520.99,draft,,,drone,
7035,frames/frame_07035.jpg,938.25,508.39,959.98,522.84,draft,,,drone,
7050,frames/frame_07050.jpg,935.89,505.51,959.07,521.86,draft,,,drone,
7065,frames/frame_07065.jpg,937.53,504.98,956.15,521.33,draft,,,drone,
7080,frames/frame_07080.jpg,936.98,504.54,956.95,521.39,draft,,,drone,
7095,frames/frame_07095.jpg,937.05,507.98,959.10,522.04,draft,,,drone,
7110,frames/frame_07110.jpg,952.35,503.42,974.99,520.67,draft,,,drone,
7125,frames/frame_07125.jpg,934.80,508.17,957.88,522.01,draft,,,drone,
7140,frames/frame_07140.jpg,935.72,506.20,956.87,521.76,draft,,,drone,
7155,frames/frame_07155.jpg,941.73,503.42,965.22,521.63,draft,,,drone,
7170,frames/frame_07170.jpg,952.31,504.63,970.38,518.81,draft,,,drone,
7185,frames/frame_07185.jpg,950.67,504.43,971.62,519.77,draft,,,drone,
7200,frames/frame_07200.jpg,950.24,503.91,971.45,520.74,draft,,,drone,
7215,frames/frame_07215.jpg,950.02,503.44,971.33,520.55,draft,,,drone,
7230,frames/frame_07230.jpg,948.77,503.95,971.11,521.11,draft,,,drone,
7245,frames/frame_07245.jpg,949.39,504.31,969.98,520.69,draft,,,drone,
7260,frames/frame_07260.jpg,950.10,504.36,968.82,519.94,draft,,,drone,
7275,frames/frame_07275.jpg,950.01,504.07,969.02,520.35,draft,,,drone,
7290,frames/frame_07290.jpg,950.00,504.53,969.00,520.42,draft,,,drone,
7305,frames/frame_07305.jpg,949.60,505.93,969.20,520.41,draft,,,drone,
7320,frames/frame_07320.jpg,946.06,504.30,968.16,521.82,draft,,,drone,
7335,frames/frame_07335.jpg,948.89,505.04,968.46,521.29,draft,,,drone,
7350,frames/frame_07350.jpg,948.39,505.83,965.92,521.01,draft,,,drone,
7365,frames/frame_07365.jpg,947.05,505.04,969.02,521.96,draft,,,drone,
7380,frames/frame_07380.jpg,947.59,506.55,968.81,521.54,draft,,,drone,
7395,frames/frame_07395.jpg,932.38,506.80,951.60,522.21,draft,,,drone,
7410,frames/frame_07410.jpg,912.67,507.48,935.94,524.48,draft,,,drone,
7425,frames/frame_07425.jpg,909.64,507.37,936.53,524.63,draft,,,drone,
7440,frames/frame_07440.jpg,890.68,510.56,911.87,523.70,draft,,,drone,
7455,frames/frame_07455.jpg,841.00,511.00,859.14,522.05,draft,,,drone,
7470,frames/frame_07470.jpg,762.95,511.04,780.96,521.98,draft,,,drone,
7485,frames/frame_07485.jpg,685.25,503.53,712.93,523.82,draft,,,drone,
7500,frames/frame_07500.jpg,690.14,506.24,712.20,522.72,draft,,,drone,
7515,frames/frame_07515.jpg,594.96,498.06,656.13,529.49,draft,,,drone,
7530,frames/frame_07530.jpg,613.46,500.01,659.99,528.09,draft,,,drone,
7545,frames/frame_07545.jpg,614.46,498.50,690.43,534.34,draft,,,drone,
7560,frames/frame_07560.jpg,511.47,505.43,586.46,542.33,draft,,,drone,
7575,frames/frame_07575.jpg,28.03,511.26,78.90,535.45,draft,,,drone,
7590,frames/frame_07590.jpg,2.50,488.19,6.97,492.67,draft,,,drone,
7605,frames/frame_07605.jpg,1916.74,370.35,1920.00,385.39,draft,,,drone,
7620,frames/frame_07620.jpg,1849.07,371.02,1869.37,382.52,draft,,,drone,
7635,frames/frame_07635.jpg,1746.07,160.56,1773.34,178.16,draft,,,drone,
7650,frames/frame_07650.jpg,1744.72,0.00,1758.02,13.00,draft,,,drone,
7665,frames/frame_07665.jpg,268.40,64.20,363.18,109.78,draft,,,drone,
7680,frames/frame_07680.jpg,0.00,10.32,73.42,44.32,draft,,,drone,
7695,frames/frame_07695.jpg,18.51,116.13,66.38,139.29,draft,,,drone,
7710,frames/frame_07710.jpg,1919.00,42.88,1920.00,56.72,draft,,,drone,
7725,frames/frame_07725.jpg,0.00,14.36,12.39,22.37,draft,,,drone,
7740,frames/frame_07740.jpg,264.55,88.85,336.88,129.55,draft,,,drone,
7755,frames/frame_07755.jpg,463.94,59.17,494.26,77.95,draft,,,drone,
7770,frames/frame_07770.jpg,745.30,196.02,823.28,253.52,draft,,,drone,
7785,frames/frame_07785.jpg,627.24,136.98,684.79,162.90,draft,,,drone,
7800,frames/frame_07800.jpg,653.33,478.10,707.63,502.03,draft,,,drone,
7815,frames/frame_07815.jpg,437.34,405.78,455.09,427.57,draft,,,drone,
7830,frames/frame_07830.jpg,280.60,388.07,298.89,401.75,draft,,,drone,
7845,frames/frame_07845.jpg,112.27,246.43,123.94,259.45,draft,,,drone,
7860,frames/frame_07860.jpg,113.55,0.71,166.12,20.25,draft,,,drone,
7875,frames/frame_07875.jpg,197.31,0.28,246.95,14.07,draft,,,drone,
7890,frames/frame_07890.jpg,552.54,12.34,575.67,22.38,draft,,,drone,
7905,frames/frame_07905.jpg,783.55,33.66,791.59,48.46,draft,,,drone,
7920,frames/frame_07920.jpg,917.78,33.65,927.09,47.91,draft,,,drone,
7935,frames/frame_07935.jpg,1051.84,35.38,1061.05,49.72,draft,,,drone,
7950,frames/frame_07950.jpg,1153.68,32.40,1171.13,60.28,draft,,,drone,
7965,frames/frame_07965.jpg,1145.46,33.01,1161.76,58.17,draft,,,drone,
7980,frames/frame_07980.jpg,1105.21,36.88,1115.36,52.13,draft,,,drone,
7995,frames/frame_07995.jpg,1042.50,26.31,1058.78,53.54,draft,,,drone,
8010,frames/frame_08010.jpg,1040.88,26.64,1056.86,53.59,draft,,,drone,
8025,frames/frame_08025.jpg,1037.02,26.26,1053.53,53.67,draft,,,drone,
8040,frames/frame_08040.jpg,1033.04,27.07,1049.52,54.72,draft,,,drone,
8055,frames/frame_08055.jpg,1029.54,30.26,1044.62,55.51,draft,,,drone,
8070,frames/frame_08070.jpg,1024.99,30.70,1040.29,56.41,draft,,,drone,
8085,frames/frame_08085.jpg,1020.53,31.64,1035.56,56.86,draft,,,drone,
8100,frames/frame_08100.jpg,1014.70,31.45,1030.80,58.64,draft,,,drone,
8115,frames/frame_08115.jpg,1009.41,37.21,1026.11,65.49,draft,,,drone,
8130,frames/frame_08130.jpg,1003.59,71.89,1019.90,100.00,draft,,,drone,
8145,frames/frame_08145.jpg,793.96,256.72,819.01,279.51,draft,,,drone,
8160,frames/frame_08160.jpg,687.66,127.40,696.82,139.22,draft,,,drone,
8175,frames/frame_08175.jpg,680.26,107.29,712.04,129.16,draft,,,drone,
8190,frames/frame_08190.jpg,674.35,108.90,704.31,130.08,draft,,,drone,
8205,frames/frame_08205.jpg,669.25,104.00,699.26,125.22,draft,,,drone,
8220,frames/frame_08220.jpg,663.18,98.27,693.31,119.25,draft,,,drone,
8235,frames/frame_08235.jpg,656.24,89.31,686.21,111.12,draft,,,drone,
8250,frames/frame_08250.jpg,648.83,79.74,679.11,101.26,draft,,,drone,
8265,frames/frame_08265.jpg,641.86,70.05,671.81,91.31,draft,,,drone,
8280,frames/frame_08280.jpg,634.19,60.35,664.84,81.31,draft,,,drone,
8295,frames/frame_08295.jpg,626.81,40.94,657.19,62.00,draft,,,drone,
8310,frames/frame_08310.jpg,617.09,15.78,648.05,37.06,draft,,,drone,
8325,frames/frame_08325.jpg,289.94,0.00,358.26,19.55,draft,,,drone,
8340,frames/frame_08340.jpg,136.12,21.32,200.94,50.28,draft,,,drone,
8355,frames/frame_08355.jpg,111.71,10.90,190.21,45.60,draft,,,drone,
8370,frames/frame_08370.jpg,88.26,0.85,163.39,31.34,draft,,,drone,
8385,frames/frame_08385.jpg,1409.53,56.20,1416.90,66.92,draft,,,drone,
8400,frames/frame_08400.jpg,1880.86,47.48,1890.86,54.27,draft,,,drone,
8415,frames/frame_08415.jpg,985.11,6.87,996.05,15.61,draft,,,drone,
8430,frames/frame_08430.jpg,1275.29,0.00,1292.97,13.20,draft,,,drone,
8445,frames/frame_08445.jpg,1293.99,39.33,1301.97,49.38,draft,,,drone,
8460,frames/frame_08460.jpg,1287.37,29.81,1296.61,40.58,draft,,,drone,
8475,frames/frame_08475.jpg,1282.93,31.62,1291.96,42.12,draft,,,drone,
8490,frames/frame_08490.jpg,1279.73,33.96,1288.05,43.82,draft,,,drone,
8505,frames/frame_08505.jpg,1277.24,44.40,1288.20,55.58,draft,,,drone,
8520,frames/frame_08520.jpg,1324.53,29.25,1347.33,40.31,draft,,,drone,
8535,frames/frame_08535.jpg,785.70,122.87,793.95,132.53,draft,,,drone,
8550,frames/frame_08550.jpg,842.31,127.17,853.82,138.28,draft,,,drone,
8565,frames/frame_08565.jpg,844.64,115.36,856.10,126.70,draft,,,drone,
8580,frames/frame_08580.jpg,851.85,92.73,863.40,103.82,draft,,,drone,
8595,frames/frame_08595.jpg,859.18,71.31,871.19,82.61,draft,,,drone,
8610,frames/frame_08610.jpg,862.77,48.82,874.59,59.80,draft,,,drone,
8625,frames/frame_08625.jpg,866.96,24.50,879.06,35.24,draft,,,drone,
8640,frames/frame_08640.jpg,870.77,0.00,881.92,10.43,draft,,,drone,
8655,frames/frame_08655.jpg,820.21,31.59,829.27,42.54,draft,,,drone,
8670,frames/frame_08670.jpg,824.24,8.59,835.07,21.47,draft,,,drone,
8685,frames/frame_08685.jpg,826.05,6.94,837.19,19.60,draft,,,drone,
8700,frames/frame_08700.jpg,646.15,0.00,659.95,9.17,draft,,,drone,
8715,frames/frame_08715.jpg,658.96,0.05,669.12,9.04,draft,,,drone,
8730,frames/frame_08730.jpg,653.63,0.07,701.55,25.55,draft,,,drone,
8745,frames/frame_08745.jpg,580.90,27.54,626.25,50.16,draft,,,drone,
8760,frames/frame_08760.jpg,283.81,90.58,332.41,115.37,draft,,,drone,
8775,frames/frame_08775.jpg,573.21,90.49,607.45,111.45,draft,,,drone,
8790,frames/frame_08790.jpg,530.50,0.00,551.54,9.32,draft,,,drone,
8805,frames/frame_08805.jpg,582.42,30.55,608.15,51.84,draft,,,drone,
8820,frames/frame_08820.jpg,499.17,0.00,592.81,51.30,draft,,,drone,
8835,frames/frame_08835.jpg,587.51,22.36,658.00,68.35,draft,,,drone,
8850,frames/frame_08850.jpg,614.97,30.15,644.50,53.55,draft,,,drone,
8865,frames/frame_08865.jpg,660.12,35.40,694.85,57.33,draft,,,drone,
8880,frames/frame_08880.jpg,678.29,19.23,739.36,59.69,draft,,,drone,
8895,frames/frame_08895.jpg,739.11,20.81,780.32,48.84,draft,,,drone,
8910,frames/frame_08910.jpg,795.03,18.24,843.62,48.15,draft,,,drone,
8925,frames/frame_08925.jpg,808.03,17.34,846.56,41.21,draft,,,drone,
8940,frames/frame_08940.jpg,820.45,14.20,850.19,33.68,draft,,,drone,
8955,frames/frame_08955.jpg,772.99,32.18,791.17,46.86,draft,,,drone,
8970,frames/frame_08970.jpg,783.26,57.00,800.01,71.05,draft,,,drone,
8985,frames/frame_08985.jpg,785.58,83.23,802.66,97.77,draft,,,drone,
9000,frames/frame_09000.jpg,789.27,114.73,806.16,128.91,draft,,,drone,
9015,frames/frame_09015.jpg,791.07,112.63,808.07,126.59,draft,,,drone,
9030,frames/frame_09030.jpg,792.55,84.96,810.08,99.83,draft,,,drone,
9045,frames/frame_09045.jpg,795.61,57.90,813.18,72.90,draft,,,drone,
9060,frames/frame_09060.jpg,797.08,30.08,815.13,45.89,draft,,,drone,
9075,frames/frame_09075.jpg,797.00,2.56,815.00,17.08,draft,,,drone,
9090,frames/frame_09090.jpg,1044.82,0.40,1126.40,42.80,draft,,,drone,
9105,frames/frame_09105.jpg,764.77,27.96,777.19,37.00,draft,,,drone,
9120,frames/frame_09120.jpg,616.50,37.39,633.20,47.85,draft,,,drone,
9135,frames/frame_09135.jpg,623.54,0.00,638.14,8.98,draft,,,drone,
9150,frames/frame_09150.jpg,1360.08,307.21,1391.40,327.71,draft,,,drone,
9161,frames/frame_09161.jpg,1919.00,729.75,1920.00,752.38,draft,,,drone,
9162,frames/frame_09162.jpg,1919.00,763.76,1920.00,786.03,draft,,,drone,
9163,frames/frame_09163.jpg,1919.00,797.76,1920.00,819.67,draft,,,drone,
9164,frames/frame_09164.jpg,1919.00,831.77,1920.00,853.32,draft,,,drone,
9165,frames/frame_09165.jpg,1919.00,865.77,1920.00,886.97,draft,,,drone,
9166,frames/frame_09166.jpg,1919.00,899.78,1920.00,920.62,draft,,,drone,
9167,frames/frame_09167.jpg,1919.00,933.78,1920.00,954.26,draft,,,drone,
9168,frames/frame_09168.jpg,1919.00,967.79,1920.00,987.91,draft,,,drone,
9169,frames/frame_09169.jpg,1919.00,1001.79,1920.00,1021.56,draft,,,drone,
9170,frames/frame_09170.jpg,1919.00,1035.80,1920.00,1055.21,draft,,,drone,
9171,frames/frame_09171.jpg,1919.00,1069.80,1920.00,1080.00,draft,,,drone,
9172,frames/frame_09172.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9173,frames/frame_09173.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9174,frames/frame_09174.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9175,frames/frame_09175.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9176,frames/frame_09176.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9177,frames/frame_09177.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9178,frames/frame_09178.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9179,frames/frame_09179.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9180,frames/frame_09180.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9181,frames/frame_09181.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9182,frames/frame_09182.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9183,frames/frame_09183.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9184,frames/frame_09184.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9185,frames/frame_09185.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9186,frames/frame_09186.jpg,1919.00,1079.00,1920.00,1080.00,draft,,,drone,
9743,frames/frame_09743.jpg,,,,,draft,,,drone,
